"source_study","target_study","source_var_name","target_var_name","source_var_label","target_var_label","class_label","match_label"
"aachen-hf","viennahf-register","Smoker","Nikotin","smoking status","Smoking status (active/former/never)","compatible match",1
"aachen-hf","viennahf-register","Diabetes","TypDiabetesmellitus","History of diabetes","type of diabetes","partial match",1
"aachen-hf","viennahf-register","Historyofmyocardialinfarction","DatumMyokardinfarkt","History of myocardial infarction","date of past myocardial infarction","partial match",1
"aachen-hf","viennahf-register","Diuretics","Schleifen-D","diuretics","Loop diuretics","partial match",1
"aachen-hf","viennahf-register","date","GEBURTSDATUM","date of visit","date of birth","not applicable",0
"aachen-hf","viennahf-register","Historyofmyocardialinfarction","Myokardinfarkt","History of myocardial infarction","presence of past myocardial infarction","identical match",1
"aachen-hf","viennahf-register","date","DatumCerebralerInsult","date of visit","date of stroke","partial match",1
"aachen-hf","viennahf-register","HistoryofCABG","ACBP","History of Coronary artery bypass graft surgery","CABG - coronary artery bypass graft","identical match",1
"aachen-hf","viennahf-register","date","VON","date of visit","number of visit","not applicable",0
"aachen-hf","viennahf-register","Historyofstroke","DatumCerebralerInsult","History of stroke","date of stroke","partial match",1
"aachen-hf","viennahf-register","Lymphocytes","Lymphozytenabsolut","lymphocytes","Lymphocytes absolute","partial match",
"aachen-hf","viennahf-register","Lymphocytes","Lymphozytenrelativ","lymphocytes","Lymphocytes relative","partial match",1
"aachen-hf","viennahf-register","date","Tod_Datum","date of visit","date of death","not applicable",0
"aachen-hf","viennahf-register","CKD","Niereninsuffizienz","History of chronic kidney disease","chronic kidney disease (yes/no)","identical match",1
"aachen-hf","viennahf-register","Diuretics","Schleifen-DWirkstoff","diuretics","diuretics substance","partial match",1
"aachen-hf","viennahf-register","date","DatumACBP","date of visit","date of CABG","not applicable",0
"aachen-hf","viennahf-register","Loopdose","Schleifen-D","normalisation of loop diuretics","Loop diuretics","partial match",1
"aachen-hf","viennahf-register","Hypertension","LVEFArtHerzinsuffizienz","History of hypertension","type of heart failure","not applicable",0
"aachen-hf","viennahf-register","Hypertension","DatumTrikuspidalklappeIntervention","History of hypertension","Date of tricuspid inervention","not applicable",0
"aachen-hf","viennahf-register","Hypercholesterolemia","DatumHypertonie","History of hypercholesterolemia","first presentation of hypertension","not applicable",0
"aachen-hf","viennahf-register","Loopdose","DatumCardioMems","normalisation of loop diuretics","implantation of CardioMems","not applicable",0
"ADNI","NACC","ST105CV","LMIDTEMP","Volume (Cortical Parcellation) of  Right Pars Orbitalis ","Left middle temporal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST47CV","RMIDTEMP","Volume (Cortical Parcellation) of  Left Pars Triangularis","Right middle temporal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST106CV","RPERCAL","Volume (Cortical Parcellation) of  Right Pars Triangularis","Right pericalcarine gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST50CV","RPRECEN","Volume (Cortical Parcellation) of Left Posterior Cingulate","Right precentral gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST109CV","RROSMF","Volume (Cortical Parcellation) of Right Posterior Cingulate","Right rostral middle frontal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST54CV","RSUPPAR","Volume (Cortical Parcellation) of Left Rostral Anterior Cingulate","Right superior parietal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST113CV","RSUPMAR","Volume (Cortical Parcellation) of Right Rostral Anterior Cingulate","Right supramarginal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST7SV","RINSULA","Volume (WM Parcellation) of Csf","Right insula gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST14TA","LINFTEMP","Cortical Thickness Average of Left Caudal Anterior Cingulate","Left inferior temporal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST73TA","LMEDORBF","Cortical Thickness Average of Right Caudal Anterior Cingulate","Left medial orbitofrontal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST15TA","LPERCAL","Cortical Thickness Average of Left Caudal Middle Frontal","Left pericalcarine gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST23TA","LPRECEN","Cortical Thickness Average of Left Cuneus","Left precentral gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST82TA","LROSMF","Cortical Thickness Average of Right Cuneus","Left rostral middle frontal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST24TA","LSUPMAR","Cortical Thickness Average of Left Entorightinal ","Left supramarginal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST83TA","RINFTEMP","Cortical Thickness Average of  Right Entorightinal","Right inferior temporal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST26TA","RMEDORBF","Cortical Thickness Average of  Left Fusiform","Right medial orbitofrontal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST85TA","LSUPPAR","Cortical Thickness Average of Right Fusiform ","Left superior parietal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST31TA","RPOSCEN","Cortical Thickness Average of Left Inferiorparietal ","Right postcentral gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST90TA","RSUPFR","Cortical Thickness Average of Right Inferiorparietal ","Right superior frontal gray matter volume (cc)","not applicable",0
"ADNI","NACC","ST32TA","RSUPTEM","Cortical Thickness Average of Left Inferiortemporal ","Right superior temporal gray matter volume (cc)","not applicable",0
"ADNI","AMED","GDSPIRIT","HAPPY","Are you in good spirits most of the time?","Do you feel happy most of the time?","not applicable",0
"ADNI","AMED","GDAFRAID","HELPLESS","Are you afraid that something bad is going to happen to you?","Do you often feel helpless?","not applicable",0
"ADNI","AMED","GDHAPPY","STAYHOME","Do you feel happy most of the time?","Do you prefer to stay at home, rather than going out and doing new things?","not applicable",0
"ADNI","AMED","GDHELP","MEMPROB","Do you often feel helpless?","Do you feel you have more problems with memory than most?","not applicable",0
"ADNI","AMED","GDHOME","WONDRFUL","Do you prefer to stay at home, rather than going out and doing new things?","Do you think it is wonderful to be alive now?","not applicable",0
"ADNI","AMED","GDMEMORY","WRTHLESS","Do you feel you have more problems with memory than most?","Do you feel pretty worthless the way you are now?","not applicable",0
"ADNI","AMED","GDALIVE","ENERGY","Do you think its wonderful to be alive now?","Do you feel full of energy?","not applicable",0
"ADNI","AMED","GDWORTH","HOPELESS","Do you feel pretty worthless the way you are now?","Do you feel that your situation is hopeless?","not applicable",0
"ADNI","AMED","GDENERGY","BETTER","Do you feel full of energy?","Do you think that most people are better off than you are?","not applicable",0
