source_attribute,target_attribute,similarity
septum,iss_stage,-0.003396884435032944
egfr_ckd_6,epithelioid_cell_percent,-0.003396947874028731
atii_at_v1,test_value,-0.0033974641885351105
gal3_v3,pmid,-0.0033975661765857533
urea_bl_median,average_base_quality,-0.0034002048138602734
cci3_18,cytoband,-0.003400863486687342
d_nyhaclass_18,iss_stage,-0.00340115063161564
nyha12_iii,sample_ordinal,-0.0034020745947887262
valveop,state,-0.0034030383211601286
egfr_ckd_1,epithelioid_cell_percent,-0.0034051114711181377
diuretics.3.med,pediatric_kidney_staging,-0.0034054177388059314
timerandtobl,workflow_start_datetime,-0.003405792909135082
bmi_02,body_surface_area,-0.0034058184061477427
bpdiast1,pmid,-0.003407431395734398
relpossrenalfailure,rin,-0.0034109603037009886
numberhosp18_hf,pmid,-0.0034120178226546786
testosteron_v6,undescended_testis_history,-0.0034133151349417254
tdi_a_rv_m,ensat_pathologic_t,-0.0034136936441653914
cyp2c9_02,pmid,-0.003414576326460836
edema12_01,ajcc_staging_system_edition,-0.0034158308401909167
störunglvgeometrie_18,ajcc_clinical_stage,-0.003416787281701559
totaldurationhypertension,treatment_duration,-0.0034180724525540054
nitratadj3,uicc_clinical_n,-0.003420595442663957
nyha18_iii,test_value,-0.0034210528712125252
lvesvi_12,double_hit_lymphoma,-0.003421078671761051
bb_increase_bl,aa_change,-0.003422001117254812
bleedingae_per_year,blood_test_normal_range_upper,-0.0034239577094406577
hr120_bl,pmid,-0.003423973189769773
criterium_rs_v1,test_value,-0.003425382506791008
stfr_v12,fragment_standard_deviation_length,-0.0034262484946138774
numberhosp18_musculoscel,test_value,-0.0034266300391961936
etaorta_18,sample_ordinal,-0.003426719885812236
tianulusdilatation_12,fragment_standard_deviation_length,-0.0034273688454916243
spiroadj1,test_value,-0.0034285095332723266
fu__v1,fev1_fvc_pre_bronch_percent,-0.0034291293535086745
bpdiast,test_value_range,-0.003429151815162685
d_cysc_6_01,dysplasia_type,-0.003430665852057348
bnp18_1000,pmid,-0.003430728076909675
sst2_v6,uicc_clinical_t,-0.003430836439213483
bnp_18_median,sample_ordinal,-0.003431341826428722
nocturia,cog_renal_stage,-0.003432218134471002
last_bnp,legacy_updated_datetime,-0.0034328725577959605
causemedisvt,reason_treatment_not_given,-0.0034331560602938785
nyha6_iii,sample_ordinal,-0.0034341125018045207
costs_interventions_per_year,occupation_duration_years,-0.0034389044225054117
urea12,pmid,-0.0034403780891300285
totaldurationcopdasthma,treatment_duration,-0.003444856153746501
prostata,state,-0.003446033569366869
bnp_18_3000,pmid,-0.0034465298505061584
diuretics.pcapoor.1,pediatric_kidney_staging,-0.003447713336843827
fgf23_pmol_v3_lg10,fev1_fvc_pre_bronch_percent,-0.0034482360256033718
bnp18decrease_median,sample_ordinal,-0.0034484069162953714
mimecan.v18,test_value_range,-0.003449302650633012
totaldurationcad,workflow_end_datetime,-0.003449633201190006
ccs3,centers,-0.0034506321377217497
v126mwtnoncard,state,-0.003452827612633357
tdierv,test_value,-0.0034528704111903234
ras.pcapoor1,rin,-0.0034548194149795434
stdepressieinavli_12,test_value,-0.003455321463300268
verkalktemitralsegelant_18,a260_a280_ratio,-0.0034563334518742067
bb_decrease_6,fragment_minimum_length,-0.003456984232768785
wrf05_any,state,-0.0034571314476633144
ccs,cytoband,-0.003457655654102184
nitratadj1,uicc_clinical_n,-0.003458493716625473
herzfrequenz,test_value,-0.003458771451941956
efgeschätzt_02,test_value_range,-0.0034599940944062104
loop_dose_v1,treatment_dose,-0.003462406597461299
opn_bl_imputed,oxygen_use_type,-0.0034630862142630532
vcigestaut,test_value_range,-0.0034640453875964803
hr_ecg_tertiles,blood_test_normal_range_upper,-0.0034641807645922743
chol,amount,-0.003465931862997509
ep_hf18,pmid,-0.0034667298587866165
d_pcsbl_18,pmid,-0.0034670440184069004
edema6_01,ajcc_staging_system_edition,-0.0034672771339512272
hygiene01,contamination,-0.003468242985073685
nierenerkrankungen,state,-0.003468990593909201
causemedidementia,reason_treatment_not_given,-0.003470991198795473
gdf15_v12,test_value,-0.003471788283976985
totaldurationcerebrovasc,treatment_duration,-0.003473713004897005
hscrp_bl,test_value,-0.003474769309707235
qrsduur_12,per_sequence_quality_score,-0.003475230987757913
bmi6,body_surface_area,-0.0034753256909477955
nitratadjbl,uicc_clinical_n,-0.0034753645435385166
fu_hf_v6,a260_a280_ratio,-0.0034755991767621685
lvedv,double_hit_lymphoma,-0.0034765055348550842
bariche03,state,-0.003478009858602067
transferrin_bl,copy_number_liftover_workflows,-0.0034803543696233933
sae01,state,-0.0034807996567373612
hr_6_tertiles,a260_a280_ratio,-0.003482554701108841
ccs6,centers,-0.0034829696346363077
bb.pca3.med,tissue_microarray_coordinates,-0.0034831714859865385
ccs12,centers,-0.0034861488692864077
stfr_c_1,igcccg_stage,-0.003486258142197811
akgradierungverkalk_18,iss_stage,-0.0034869325988898603
totaldurationrheuma,treatment_duration,-0.0034873948840122683
nyha3_class,sample_ordinal,-0.0034874331295312593
statin_mean_1_3,average_base_quality,-0.0034874437532865345
negatievetiniiiiiavf_18,per_sequence_quality_score,-0.003487624357126215
pms,test_value,-0.0034922356739874255
psychiatricaes,diagnoses,-0.0034932971389073607
biplan_18,pmid,-0.003494951105835793
downtitration_12,minor_version,-0.003494965979093178
dementia,primary_disease,-0.0034952036476754798
som_r_s_12,somatic_mutation_indexes,-0.0034963719572198983
k12,karnofsky_performance_status,-0.0034986472620640026
gal3_v6,pmid,-0.003499006344992308
k1,karnofsky_performance_status,-0.00350137665656216
coughdry,state,-0.003502076306731005
qrsduur_18,per_sequence_quality_score,-0.0035028026680559705
bmi_barbed,body_surface_area,-0.003503160233304951
nyha3_12_34,sample_ordinal,-0.0035033581386889365
totaldurationdementia,treatment_duration,-0.0035035354036341013
stfr_c_6,igcccg_stage,-0.003503787641937924
numberhosp18_nonhf,pmid,-0.003507080702537402
cyp2c9_01,pmid,-0.003507357830782155
gal3_v6_17.8,pmid,-0.003507780959777977
uric_acid_bl_median,tumor_level_prostate,-0.003509380897322437
koaptationsstörung,kmer_content,-0.0035117484770695044
hyperchol,inrg_stage,-0.003511764260934485
ln_mimecan_bl_01,double_hit_lymphoma,-0.0035126924736096814
egfr60_mdrd_3,epithelioid_cell_percent,-0.003512932874014768
c9_vkdi,percent_gc_content,-0.003514380436554994
bmi3,body_surface_area,-0.003514576824259655
dementiaaes,supratentorial_localization,-0.0035159032759897427
tdi_syst_sept_m,extrathyroid_extension,-0.003516200134065721
bnp_blmed_03med,breslow_thickness,-0.00351635220553409
sehnenfadenrupturant_18,state,-0.0035168572892134648
koaptationsstörung_12,kmer_content,-0.003517644964783162
bb_decrease_1,fragment_minimum_length,-0.003518591996681989
tikoaptationsstörung_18,ensat_pathologic_t,-0.003518879141610287
qtc,test_value,-0.0035193945455090714
cyp2c19_02,pmid,-0.0035209043329016243
tsc_6125,percent_gc_content,-0.003522079320235073
gdf15_bl,test_value,-0.0035244393115855146
ccs18,centers,-0.0035260553365308207
ai_12,a260_a280_ratio,-0.0035263664607924545
daysicu18_cardiac,days_to_risk_factor,-0.003526775323602621
urea6,a260_a280_ratio,-0.0035271429055351465
pcsbl,pmid,-0.0035272500536954947
verkürztesehenfäden_18,test_value_range,-0.003528180694657611
pnd01,test_value,-0.003528943783822243
fgf23_pmol_v3,fev1_fvc_pre_bronch_percent,-0.003529456455898242
pathologischeqinv4v6,morphology,-0.0035298559090965937
hscrp_v6_lg10,pmid,-0.003530038637687329
downtitration_1,minor_version,-0.0035301363762358616
bmi1,body_surface_area,-0.0035319242024807623
ccs1,cytoband,-0.0035324456770968473
dayshosp18_bleeding,blood_test_normal_range_upper,-0.0035336264316117305
stfr_v1,fragment_standard_deviation_length,-0.0035352421530211713
bnp_blmed_06med,breslow_thickness,-0.0035353235006329938
bb_decrease_3,fragment_minimum_length,-0.003535755432168901
tdisystlat_18,test_value,-0.0035360653422870747
jv6_01,test_value,-0.0035374537153336242
opn.v12,test_value_range,-0.003538392551764096
egfr60_mdrd_bl,epithelioid_cell_percent,-0.0035390582059160597
perc_hscrp_bl_12,peritoneal_fluid_cytological_status,-0.00353977576470094
causemedidepression,reason_treatment_not_given,-0.0035416874335787644
bmi12,body_surface_area,-0.0035419138713340607
gdf15_v3,test_value,-0.003544001287477725
bpdiast3,pmid,-0.0035441512341950394
mparkinson,state,-0.003544574970262591
causemeditraumafall,cause_of_death,-0.0035447473786339163
stfr_v3,fragment_standard_deviation_length,-0.0035452731027521113
causemediulcerdisease,reason_treatment_not_given,-0.0035476707325498144
k_group_18,mitosis_karyorrhexis_index,-0.0035479223637819063
perc_nbnp_bl_12,peritoneal_fluid_cytological_status,-0.003549426383993024
subvalvgradient,submitter_id,-0.0035499314676723983
downtitration,minor_version,-0.0035509246370227067
nitratadj12,state,-0.003554106907031457
v186mwtnoncard,state,-0.003555050903571634
downtitration_3,minor_version,-0.0035561970549979065
bmi1_01,body_surface_area,-0.0035564869317489894
fu_3,test_value_range,-0.0035567825756815078
eo12,test_value,-0.003557166852086609
diuretics_recom_12,pediatric_kidney_staging,-0.0035586037908715597
hyponatriemia,histone_variant,-0.0035595477874117362
diuretics_recom_bl,pediatric_kidney_staging,-0.003560061066559466
tto_bl_01,extrathyroid_extension,-0.0035606426412768226
qt,fastq_name,-0.0035608997361544848
diuretics_recom_1,pediatric_kidney_staging,-0.003561545356939358
bb_decrease_12,fragment_minimum_length,-0.0035624459478508386
bnp3_d33,state,-0.0035632026627623052
transferrin_bl_z,chromosomal_translocation,-0.003563414834331946
totaldurationhf,treatment_outcome_duration,-0.0035649825970747156
glicentin_v1datafromplates,gleason_patterns_percent,-0.0035652591182477387
mmode_18,test_value,-0.0035655323005262464
augenerkrankungen,inrg_stage,-0.003565871653623326
rv1_sv5_12,test_value,-0.0035666623645516735
gdf15_v1,test_value,-0.0035669054967795454
pathologischeqinv4v6_12,ajcc_pathologic_stage,-0.0035680067248977966
uptitration_1_01,test_value,-0.0035687185165012418
cyp2c19_01,pmid,-0.0035691288969907334
bpsyst_10_v6,pmid,-0.0035693140538683886
perc_gdf15_bl_12,peritoneal_fluid_cytological_status,-0.003569399954518186
edema1,ajcc_staging_system_edition,-0.0035721539354214094
bpsyststanding,test_value,-0.0035723327180458993
fgf23_pmol_bl,fev1_fvc_pre_bronch_percent,-0.0035728289991851883
romslagpunt_12,state,-0.0035728675482400445
aceadj1,state,-0.0035731932422231986
bmi18,body_surface_area,-0.0035733252803244776
orthopnea1,test_value,-0.003573843719581912
rvefvisuell_18,iss_stage,-0.0035742835430503097
bnp12_1000,pmid,-0.003574504820695901
fgf23_pmol_v12,fev1_fvc_pre_bronch_percent,-0.0035750138503415204
qtc_12,fastq_name,-0.0035753604882993602
herzfrequenz_18,test_value,-0.0035756197079280776
opn_median_v6,average_base_quality,-0.0035756904317846244
anemiaaes,blood_test_normal_range_upper,-0.0035762729171095763
k3,karnofsky_performance_status,-0.003576360942510429
fgf23_c_ru_bl_lg10,fev1_fvc_pre_bronch_percent,-0.003577426960468339
crbtb_18,pmid,-0.003578132681354484
net_change_bb_bl_6,revision,-0.003579610293945346
fgf23_pmol_v6,fev1_fvc_pre_bronch_percent,-0.003579835214021317
steps_decrease_ras_bl_6,fragment_minimum_length,-0.0035811137070847336
cough6,state,-0.0035818476568063246
fgf23_c_ru_v3_lg10,fev1_fvc_pre_bronch_percent,-0.0035823396884435035
numberhosp18_paodulcer,pmid,-0.003582571286308505
pnd12,a260_a280_ratio,-0.0035828814999625436
rvareasyst,rin,-0.003584006100342401
tto_any,uicc_clinical_t,-0.0035843515241567804
spiroadj3,test_value,-0.0035853122151695326
dizziness6,ann_arbor_b_symptoms_described,-0.0035910538995920357
tdi_e_sept_m,extrathyroid_extension,-0.003591421785060426
net_change_ras_bl_6,revision,-0.003591447282073087
orthopnea_01,pmid,-0.003592774947946635
dizziness3,ann_arbor_b_symptoms_described,-0.003593292476596474
diuretics_recom_3,pediatric_kidney_staging,-0.003593704981837021
linkervorhof_12,related_files,-0.0035956740189933317
som_r_s,somatic_mutation_indexes,-0.0035960057836937863
diuretics_recom_6,pediatric_kidney_staging,-0.0036002024705633954
egfr60_mdrd_12,epithelioid_cell_percent,-0.0036008429312385636
pqduur,test_value_range,-0.003602234643179628
gdf15_v18,test_value,-0.0036027181758125867
dizziness1,ann_arbor_b_symptoms_described,-0.0036050727035174587
tdialat_12,test_value,-0.003605708914690517
sflt_v18,test_value,-0.0036085879523701236
dizziness_bl01,ann_arbor_b_symptoms_described,-0.00360952102161916
mimecan.bl,pmid,-0.0036098546075348046
s3_3,state,-0.0036114181207754638
copd01,non_nodal_regional_disease,-0.0036116472903535454
cysc_v1,pmid,-0.0036119368635687634
rheumatic_disorders,rhabdoid_percent,-0.003612305356108884
tdi_a_sept_m,extrathyroid_extension,-0.0036130031850625387
s3_bl01,test_value,-0.0036130332351131745
pas_18,test_value,-0.0036136223982271565
ef_18,epithelioid_cell_percent,-0.0036152790969783736
dosenitratv3,test_value_range,-0.0036163111189194026
cause_hf,reason_treatment_not_given,-0.0036172824336874305
s3_1,chipseq_target,-0.003617704652075657
bl6mwtreasonable,inrg_stage,-0.0036185545524976812
bnp_1_median,sample_ordinal,-0.0036186434885061287
aceadj6,state,-0.0036188769075863204
ln_opn_bl_01,lymphatic_invasion_present,-0.003619213528860615
pnd18,a260_a280_ratio,-0.0036200090963628027
hypertension,blood_test_normal_range_lower,-0.003620338736312202
etpulm,epithelioid_cell_percent,-0.0036213537602447906
causemedicerebrovasc,comorbidity,-0.0036218233302279593
e_e_sept_18,test_value_range,-0.003623047186835674
myxoidedegant_18,tumor_ploidy,-0.003623817864396931
nyha12_class,sample_ordinal,-0.003624329625865335
fu__v12,test_value_range,-0.003625099999890727
spiroadj6,state,-0.0036252402334603613
causeofheartfailure,cause_of_response,-0.0036263193034604666
firsthyperkalemiaae,ajcc_clinical_stage,-0.0036266984197558627
bmi_01,body_surface_area,-0.0036293136847687767
totaldurationdepression,treatment_duration,-0.0036296545555451814
trikuspidalis_18,morphology,-0.0036300157632245416
dasim12,state,-0.0036311021180854075
negatievetiniiiiiavf_12,test_value,-0.003631503696034814
grösseakprothese_18,amount,-0.0036328665720687025
negatievetinavli_12,test_value,-0.003633442076068759
myxoidedegant_12,tumor_ploidy,-0.003634424621663792
rinv1v2_12,test_value,-0.003635198334583699
firstpsychiatricae,diagnoses,-0.0036365232686344615
rrmitral_18,rhabdoid_percent,-0.0036366003667441735
myxoidedegpost_18,tumor_ploidy,-0.003637108182246333
cysc_bl,pmid,-0.0036381474890481227
cysc_v3,pmid,-0.0036393713456558375
negatievetinv4v6_12,per_sequence_quality_score,-0.003639543146955432
rva_12,rhabdoid_percent,-0.003640926359892276
edema3,ajcc_staging_system_edition,-0.0036424862307025555
vkorc1_02,state,-0.003643602635614057
perc_prea_bl_12,peritoneal_fluid_cytological_status,-0.003643899190154171
nyha6_class,sample_ordinal,-0.003646618567968783
tto_bl_03,extrathyroid_extension,-0.0036467156994455857
ae60_noncv,pmid,-0.003646821936998339
tdielat_18,test_value,-0.0036469585281375927
aceadj3,state,-0.003647105743032122
pnd1,test_value,-0.0036483648098001777
cyp3a4_02,test_value,-0.0036506313121041968
etpulm_18,epithelioid_cell_percent,-0.003650773366889021
crbtb_12,rin,-0.0036512763258173403
qrsas_18,read_group_qcs,-0.0036514548049059654
hr_70_80,test_value,-0.003652429762104373
testosteron_v1,undescended_testis_history,-0.0036535522377331747
pathologischeqinv4v6_18,ajcc_pathologic_stage,-0.0036547478655054436
rvareasyst_12,test_value,-0.0036552556810076032
sflt_v6,test_value,-0.003656869884737719
causemediconstipation,columnar_mucosa_present,-0.0036577310159867484
rrpulm,rhabdoid_percent,-0.0036581204525015544
gdf15_v1_lg10,test_value,-0.003659516413944729
downtitration_6,minor_version,-0.003659581067083976
frequentie_18,average_read_length,-0.0036601325917506966
aa,a260_a280_ratio,-0.0036601838893118833
aortenklappemorphologie_18,inrg_stage,-0.003660501691362547
c9_vk,child_pugh_classification,-0.0036607302538688986
max_increase_spiro_bl_6_03,longest_dimension,-0.003661594724012443
negatievetinv2v3_12,per_sequence_quality_score,-0.0036624995644260337
atii_at_v18,test_value_range,-0.003662996452637053
dosenitratv18,test_value_range,-0.003663022556721444
dt_18,ajcc_clinical_t,-0.003665847868552944
negatievetinv2v3_18,state,-0.0036675916820974185
aantalsves_a_18,a260_a280_ratio,-0.0036708474077855008
egfr60_mdrd_6,epithelioid_cell_percent,-0.0036712741792117027
baseline_lbbb,test_value_range,-0.0036725560111696342
verdicktemitralsegelant_18,a260_a280_ratio,-0.0036734499242920848
dizziness12,ann_arbor_b_symptoms_described,-0.0036736520791781804
eprecedingmi,fragment_standard_deviation_length,-0.003677591367634262
aceat_bl,test_value,-0.003678988543220897
myxoidedegpost,tumor_ploidy,-0.003679987176216775
nyha18_class,sample_ordinal,-0.0036811345417865076
lalängs_18,test_value_range,-0.003683543402411216
cysc_v18,pmid,-0.003683713686031486
bpsyst_10,pmid,-0.0036837610376264274
as_12,state,-0.003683890950976651
vtilvot,chromosomal_translocation,-0.003684633399702462
negatievetinv2v3,per_sequence_quality_score,-0.003686731136065537
bb_increase_12,aa_change,-0.0036871105558967973
fgf23_c_ru_bl,fev1_fvc_pre_bronch_percent,-0.003689479349787325
myxoidedegant,tumor_ploidy,-0.003690832816209398
c2postmortdone,pmid,-0.003692630355601979
tto_12_03,uicc_clinical_t,-0.003696675578074949
grösseakprothese_12,test_value_range,-0.003696984881121393
causemedibleeding,reason_treatment_not_given,-0.003697600755391495
nyha6_12_34,test_value_range,-0.003699252901104737
atii_at_bl,test_value,-0.003699471143391678
sflt_bl,test_value,-0.003699747968100566
sflt_v1,test_value,-0.003700708659113318
aceadjbl,state,-0.0037020548406746317
afib_12,a260_a280_ratio,-0.0037029885169953983
wrf03_any,state,-0.0037035036173583176
lvedd_12,double_hit_lymphoma,-0.0037046840683373364
bb_increase_3,aa_change,-0.003704706226455482
stfr_v18,fragment_standard_deviation_length,-0.0037048294620166755
rve_18,rin,-0.003705639599240383
cysc_v12,pmid,-0.003705698485198195
tsc_1164,extrathyroid_extension,-0.0037063453201265284
rheumaaes,rhabdoid_percent,-0.003709143313730178
d_bnp_03_increase01,aa_change,-0.003709244998244956
cyp2d6_02,test_value,-0.0037094052651816803
reapref12,test_value,-0.003710175032135342
orthopnea,test_value,-0.00371062092632104
negatievetinv4v6,state,-0.003711204625789451
any_increase_ras_bl_6,growth_rate,-0.003712255163418246
rinv1v2_18,test_value,-0.0037129013912748495
nppb_02,pmid,-0.003712990934355027
loop_dose_v3,treatment_dose,-0.0037132668484563197
echoqualität_18,test_value_range,-0.0037143419724901803
tianulusdilatation,fragment_standard_deviation_length,-0.0037192716984737854
sflt_v12,test_value,-0.0037201282766848396
cabg,state,-0.003720450935309344
mammed_18,sample_ordinal,-0.003722186856921328
pas_12,test_value,-0.0037234395494362186
a3witnessed,a260_a280_ratio,-0.0037260645275968133
tsc_2602,extrathyroid_extension,-0.003726246952651683
bnp12decrease_median,sample_ordinal,-0.003726376562466042
duur_p_v1_12,test_value,-0.003727469291580073
relposshypertension,a260_a280_ratio,-0.003729482037900945
k18,karnofsky_performance_status,-0.0037300560242216766
sst2_sdoflog2_bl,uicc_clinical_t,-0.003730740194061406
any_increase_bb_bl_6,aa_change,-0.003731180321065668
fgf23_c_ru_v6,fev1_fvc_pre_bronch_percent,-0.003735214616247498
numberhosp18_gi,pmid,-0.0037357816212433338
ec6,uicc_staging_system_edition,-0.003737093199716036
dt,test_value,-0.0037383653185262874
rvra_18,test_value_range,-0.003738604808323779
pathologischeqinv2v3,ajcc_pathologic_stage,-0.00373951814774159
dizziness18,ann_arbor_b_symptoms_described,-0.003742402952602632
perc_shbg_bl_12,peritoneal_fluid_cytological_status,-0.0037424211647545326
hr120_1,pmid,-0.0037424891567882945
sam,state,-0.0037427165051511857
rva_18,rhabdoid_percent,-0.003742719540509836
bb_increase_6,aa_change,-0.0037435199645858637
ibp7v3,pmid,-0.0037467778150250012
c3causeknown,igcccg_stage,-0.0037469969679195373
bariche12_03,state,-0.003747719079742393
firstanemiaae,test_value,-0.0037505850653798043
hypotensionaes,blood_test_normal_range_lower,-0.0037519218373293023
bnp6decrease_median,sample_ordinal,-0.003751981633894709
gdf15_v6,test_value,-0.003755443460435132
steps_decrease_bb_bl_6,fragment_minimum_length,-0.0037556677734393736
sst2_v12_medbl,ajcc_clinical_t,-0.003756278487599771
firstdementiaae,state,-0.0037565112996082325
cody_change_bl_6,revision,-0.0037565170667896676
aortaasc_18,vascular_invasion_type,-0.003757804665929034
tdiesept_18,test_value_range,-0.003758576254097886
akgradierungverkalk,ajcc_pathologic_stage,-0.003759467435397551
rheumatic_disorders2,rhabdoid_percent,-0.003760377739456712
cody_change_bl_3,revision,-0.0037618225701741533
gdf15_v18_lg10,test_value,-0.003762515846089833
pre_7,test_value,-0.0037625395218873034
tdisystsept_18,test_value,-0.0037641661705878847
verkalktemitralsegelant_12,a260_a280_ratio,-0.003764205630250336
fgf23_c_bl_03,fev1_fvc_pre_bronch_percent,-0.0037690649359132587
negatievetinv4v6_18,state,-0.0037698714307065864
bb_increase_1,growth_rate,-0.0037704985358036945
edema6,ajcc_staging_system_edition,-0.003770835764149719
raquer_18,test_value_range,-0.003770857922267865
fu__v18,fev1_fvc_pre_bronch_percent,-0.003771367862521079
numberhosp18_noncv,pmid,-0.0037719837367911815
hyposae,hysterectomy_type,-0.0037721704113481617
bpsyst12,pmid,-0.0037723904748502932
gdf15_v3_lg10,test_value,-0.0037743115533399327
hypotensionae_per_year,blood_test_normal_range_upper,-0.0037760350299814514
dizziness,ann_arbor_b_symptoms_described,-0.00377634099413338
duur_p_ii_18,sequence_duplication_levels,-0.003777592168968946
pathologischeqinv2v3_12,ajcc_pathologic_stage,-0.003778512186175787
sst2_v6_medbl,ajcc_clinical_t,-0.003780002243737114
negatievetiniiiiiavf,per_sequence_quality_score,-0.003780619635686542
orthopneag2_01_bl,pmid,-0.003781164482564232
il6_bl_median,sample_ordinal,-0.0037822605505727783
echoqualität_12,state,-0.0037851110558810744
pred_hfpef_vs_hfref_pr,pmid,-0.0037858507727841
response_eol_bland12,sample_ordinal,-0.0037885628657379523
pas,test_value,-0.0037889465350713233
hrecg,test_value,-0.003789676235290804
uptitration_3_01,test_value,-0.003789755761687436
strf_18_1.8,test_value_range,-0.003791102246784614
störunglvgeometrie_12,morphology,-0.0037913975871812678
edema12,ajcc_staging_system_edition,-0.003791513537881701
avals_18,pmid,-0.003792782317797437
loop_dose_v12,treatment_dose,-0.0037933994062109995
akgradierungverkalk_12,ajcc_clinical_stage,-0.003794123946320775
wrf05_m6,state,-0.003794432642295489
k_group_3,read_group_name,-0.0037958871861606103
hfaes,state,-0.003796734051223984
testosteron_v18,undescended_testis_history,-0.0037981658298992297
loop_dose_v18,treatment_dose,-0.0038005610314100127
diastdur_12,test_value,-0.003801368436810936
störungrvgeometrie_12,morphology,-0.0038014315722708575
hwsyst,pmid,-0.0038023154687097625
psychiatrischeerkrankungen,inrg_stage,-0.00380380309798417
stfr_bl_z,fragment_standard_deviation_length,-0.0038045212638407803
pet,state,-0.003805121961317632
sflt_v3,test_value,-0.003805429139613021
lalängs_12,test_value_range,-0.0038074880233853743
fluid_retention_1,biospecimen_volume,-0.0038080459223052603
duur_p_ii_12,sequence_duplication_levels,-0.0038088709327863536
ec18,uicc_staging_system_edition,-0.0038090114698918526
stdepressieiniiiiiavf_18,test_value,-0.0038093338249804917
tisehnenfadenruptur_18,test_value_range,-0.0038095994188623744
aortasinusportion,vascular_invasion_type,-0.003810996897984874
supraventriculaireextrasystole_12,basic_statistics,-0.0038123934664997788
jv12_01,ajcc_pathologic_stage,-0.003812715821588418
uptitration_6_01,test_value,-0.0038131935870399413
fgf23_c_ru_v12_lg10,fev1_fvc_pre_bronch_percent,-0.00381420132611177
ras_bl,cog_rhabdomyosarcoma_risk_group,-0.0038166848565592704
nyha3,state,-0.0038205176039267344
k_group_6,read_group_qcs,-0.0038209792819774123
fu__v6,test_value_range,-0.0038222817543741646
wrf03_m6,state,-0.003822715507125262
pathologischeqinavli_18,ajcc_pathologic_stage,-0.0038231899336822702
diastdurvals,test_value,-0.0038244632666359813
inferior,test_value,-0.0038247874429398103
firstrenalfailureae,pmid,-0.0038248181000621762
nyha18,state,-0.0038279187189232395
s3_12,state,-0.00383004650533695
perc_sflt_bl_12,peritoneal_fluid_cytological_status,-0.0038310581903750235
rvramean_12,rin,-0.0038318710594215165
mn18,ensat_clinical_m,-0.003832799879168443
k_group_12,read_group_qcs,-0.003834674213134871
mmode_12,pmid,-0.0038348296234977557
statin_mean_bl_1,average_base_quality,-0.003835054543573727
dosenitratv12,a260_a280_ratio,-0.0038350678991517875
rve_12,test_value_range,-0.0038366578200127025
lymph6,tumor_code_id,-0.003836884257767999
fu_pr,basic_statistics,-0.00383815637657825
bpsyststand6,pmid,-0.003838299341970669
sst2_v3_medbl,uicc_clinical_t,-0.0038393693058948243
pathologischeqinv2v3_18,ajcc_pathologic_stage,-0.003839536554156444
v6_jn,sample_ordinal,-0.00384009870257844
rrpulm_12,rhabdoid_percent,-0.0038440996088151187
numbervisits,amount,-0.0038441360331189197
rrpulm_18,rhabdoid_percent,-0.00384432331474763
anemia_02_6,blood_test_normal_range_upper,-0.0038447197325873314
gal3_v18_17.8,chipseq_antibody,-0.0038454718944608227
bpsyst10,pmid,-0.003845517728376439
firstsvtae,initial_disease_status,-0.0038459244664355505
nbnp,test_value_range,-0.003846016741338513
hr_ecg_best_cutoff,blood_test_normal_range_lower,-0.0038481369393555983
causemedihyperkalemia,reason_treatment_not_given,-0.0038500149157524068
sst2_v18_medbl,ajcc_clinical_t,-0.0038500880678958736
ritme_18,pmid,-0.0038522070517694987
ln_glp1_v1,double_hit_lymphoma,-0.0038538522161578456
mimecan.v6,test_value,-0.0038543542644785696
ec,uicc_staging_system_edition,-0.0038543955453562108
hosp60_noncardiac,test_value_range,-0.003854402526681106
fluid_retention_3,biospecimen_volume,-0.0038547203287317704
qual2d_18,read_group_qcs,-0.0038548123000988676
bb_increase_06,growth_rate,-0.003855412694039855
obstruktiveschlafapnoe,ajcc_pathologic_stage,-0.0038585309179810885
testosteron_v12,undescended_testis_history,-0.003860657186715474
stfr_v6,test_value_range,-0.0038609239947408162
sumpsychiatricaeseverity,aggregated_somatic_mutations,-0.003862853572234676
v6_possible,sample_ordinal,-0.0038632700234414678
bl6mwt,double_hit_lymphoma,-0.0038637438429267464
aortaasc_12,vascular_invasion_type,-0.0038638464380491193
eprecedingsyncope,test_value,-0.0038643193469268026
bleedingaes,blood_test_normal_range_upper,-0.0038646283464373815
hepatomegaly6,cog_liver_stage,-0.003866808341019873
spiroadj12,state,-0.003867253931669706
köfmitralpht,state,-0.0038672633412815214
tto_18_03,uicc_clinical_t,-0.003867313424699248
uptitration_18_01,test_value,-0.0038674442486570666
egfr60_ckd_18,epithelioid_cell_percent,-0.0038697374621172063
nyha12,state,-0.003870637142421092
recording,test_value_range,-0.0038711880600160826
verdicktemitralsegelant,state,-0.003871509200961262
strf_bl_1.8,test_value,-0.003872751269720877
perc_cysc_bl_12,peritoneal_fluid_cytological_status,-0.0038728799689276405
totaldurationvt,treatment_duration,-0.003873097604142852
sst2bl_median_pooroutcome,fragment_standard_deviation_length,-0.0038735781014171606
anemia_02_18,blood_test_normal_range_upper,-0.003874693292185202
anemia_02_bl,blood_test_normal_range_upper,-0.003875010790700001
rrti,pmid,-0.0038793647091476847
anemia_01_6,blood_test_normal_range_upper,-0.0038794333082531767
dermatologischeerkrankungen,ajcc_pathologic_stage,-0.0038812551305149583
